billing_id,job_id,line_type,description,amount,billed_at
BILL-000685,JOB-000358,parts,Wiring harness,87.69,2023-04-20 17:08:00
BILL-000686,JOB-000359,parts,Control board,99.88,2023-08-25 17:33:00
BILL-000687,JOB-000359,parts,Thermostat,165.4,2023-08-27 09:33:00
BILL-000688,JOB-000359,parts,Filter pack,33.78,2023-08-25 15:33:00
BILL-000689,JOB-000360,parts,Thermostat,108.19,2023-08-26 17:18:00
BILL-000690,JOB-000360,parts,Compressor unit,234.24,2023-08-26 14:18:00
BILL-000691,JOB-000361,parts,Filter pack,39.21,2023-08-25 18:04:00
BILL-000692,JOB-000362,parts,Valve assembly,41.8,2025-01-09 15:32:00
BILL-000693,JOB-000362,parts,Wiring harness,49.67,2025-01-10 03:32:00
BILL-000694,JOB-000362,parts,Filter pack,16.71,2025-01-10 01:32:00
BILL-000695,JOB-000363,parts,Sensor kit,118.72,2025-01-11 07:43:00
BILL-000696,JOB-000364,parts,Compressor unit,763.54,2025-01-11 13:35:00
BILL-000697,JOB-000365,parts,Wiring harness,27.06,2025-01-10 02:54:00
BILL-000698,JOB-000365,parts,Sensor kit,135.39,2025-01-11 09:54:00
BILL-000699,JOB-000366,parts,Sensor kit,42.48,2025-01-10 13:29:00
BILL-000700,JOB-000367,parts,Valve assembly,109.92,2023-08-29 11:17:00
BILL-000701,JOB-000367,parts,Filter pack,19.4,2023-08-29 12:17:00
BILL-000702,JOB-000368,parts,Wiring harness,27.72,2023-08-31 01:07:00
BILL-000703,JOB-000369,parts,Sensor kit,38.38,2023-08-30 04:07:00
BILL-000704,JOB-000370,parts,Control board,188.65,2023-08-30 17:24:00
BILL-000705,JOB-000371,parts,Thermostat,57.85,2023-01-13 03:16:00
BILL-000706,JOB-000371,parts,Compressor unit,477.72,2023-01-12 03:16:00
BILL-000707,JOB-000371,parts,Sensor kit,87.66,2023-01-12 10:16:00
BILL-000708,JOB-000372,parts,Control board,189.73,2023-01-13 01:32:00
BILL-000709,JOB-000372,parts,Refrigerant refill,61.35,2023-01-11 21:32:00
BILL-000710,JOB-000372,parts,Sensor kit,43.85,2023-01-13 12:32:00
BILL-000711,JOB-000373,parts,Valve assembly,105.0,2024-03-16 01:25:00
BILL-000712,JOB-000373,parts,Valve assembly,39.75,2024-03-16 06:25:00
BILL-000713,JOB-000374,parts,Valve assembly,36.69,2024-03-16 11:06:00
BILL-000714,JOB-000374,parts,Sensor kit,133.53,2024-03-15 14:06:00
BILL-000715,JOB-000376,parts,Compressor unit,263.02,2024-03-15 15:41:00
BILL-000716,JOB-000376,parts,Sensor kit,115.62,2024-03-16 06:41:00
BILL-000717,JOB-000377,parts,Compressor unit,717.23,2024-05-31 08:32:00
BILL-000718,JOB-000377,parts,Refrigerant refill,209.41,2024-05-31 22:32:00
BILL-000719,JOB-000378,parts,Thermostat,154.31,2024-05-31 16:36:00
BILL-000720,JOB-000379,parts,Filter pack,39.58,2024-05-31 01:26:00
BILL-000721,JOB-000379,parts,Valve assembly,80.67,2024-05-31 21:26:00
BILL-000722,JOB-000382,parts,Control board,305.3,2025-02-12 01:17:00
BILL-000723,JOB-000382,parts,Valve assembly,40.14,2025-02-11 19:17:00
BILL-000724,JOB-000383,parts,Sensor kit,40.18,2025-02-11 23:12:00
BILL-000725,JOB-000383,parts,Control board,95.96,2025-02-11 12:12:00
BILL-000726,JOB-000383,parts,Sensor kit,81.72,2025-02-11 21:12:00
BILL-000727,JOB-000384,parts,Sensor kit,90.44,2023-10-25 17:51:00
BILL-000728,JOB-000386,parts,Refrigerant refill,61.08,2023-10-26 12:38:00
BILL-000729,JOB-000386,parts,Filter pack,55.09,2023-10-24 22:38:00
BILL-000730,JOB-000386,parts,Compressor unit,700.22,2023-10-25 03:38:00
BILL-000731,JOB-000387,parts,Sensor kit,79.2,2025-01-15 06:07:00
BILL-000732,JOB-000387,parts,Sensor kit,130.92,2025-01-15 02:07:00
BILL-000733,JOB-000387,parts,Refrigerant refill,181.43,2025-01-15 02:07:00
BILL-000734,JOB-000388,parts,Valve assembly,41.49,2025-01-14 14:34:00
BILL-000735,JOB-000389,parts,Wiring harness,54.65,2025-01-13 22:54:00
BILL-000736,JOB-000389,parts,Valve assembly,34.77,2025-01-15 11:54:00
BILL-000737,JOB-000389,parts,Valve assembly,41.22,2025-01-15 05:54:00
BILL-000738,JOB-000390,parts,Compressor unit,445.47,2025-01-14 22:26:00
BILL-000739,JOB-000391,parts,Wiring harness,28.3,2025-01-14 18:39:00
BILL-000740,JOB-000393,parts,Filter pack,17.01,2024-06-01 07:32:00
BILL-000741,JOB-000394,parts,Control board,298.66,2024-06-02 11:38:00
BILL-000742,JOB-000394,parts,Sensor kit,42.02,2024-06-02 11:38:00
BILL-000743,JOB-000395,parts,Compressor unit,664.89,2024-06-01 13:42:00
BILL-000744,JOB-000395,parts,Control board,290.61,2024-06-01 08:42:00
BILL-000745,JOB-000396,parts,Control board,298.85,2024-08-16 14:42:00
BILL-000746,JOB-000396,parts,Sensor kit,45.73,2024-08-17 07:42:00
BILL-000747,JOB-000398,parts,Compressor unit,512.45,2024-08-16 06:29:00
BILL-000748,JOB-000398,parts,Control board,283.09,2024-08-17 03:29:00
BILL-000749,JOB-000399,parts,Thermostat,102.05,2024-01-25 17:13:00
BILL-000750,JOB-000399,parts,Control board,290.89,2024-01-27 01:13:00
BILL-000751,JOB-000399,parts,Filter pack,19.33,2024-01-27 05:13:00
BILL-000752,JOB-000400,parts,Wiring harness,50.12,2024-01-25 19:21:00
BILL-000753,JOB-000400,parts,Valve assembly,119.3,2024-01-26 05:21:00
BILL-000754,JOB-000400,parts,Filter pack,37.2,2024-01-26 05:21:00
BILL-000755,JOB-000401,parts,Compressor unit,250.23,2024-01-26 21:15:00
BILL-000756,JOB-000402,parts,Refrigerant refill,192.42,2024-01-26 08:04:00
BILL-000757,JOB-000402,parts,Control board,284.31,2024-01-27 05:04:00
BILL-000758,JOB-000403,parts,Wiring harness,28.06,2024-01-27 06:58:00
BILL-000759,JOB-000403,parts,Control board,261.91,2024-01-26 08:58:00
BILL-000760,JOB-000404,parts,Wiring harness,57.4,2024-01-22 11:09:00
BILL-000761,JOB-000404,parts,Filter pack,57.11,2024-01-23 14:09:00
BILL-000762,JOB-000404,parts,Compressor unit,510.06,2024-01-24 01:09:00
BILL-000763,JOB-000405,parts,Compressor unit,243.21,2024-01-22 10:45:00
BILL-000764,JOB-000405,parts,Filter pack,17.25,2024-01-23 11:45:00
BILL-000765,JOB-000406,parts,Thermostat,104.95,2024-01-24 05:32:00
BILL-000766,JOB-000406,parts,Filter pack,39.41,2024-01-23 01:32:00
BILL-000767,JOB-000406,parts,Valve assembly,80.31,2024-01-23 06:32:00
BILL-000768,JOB-000407,parts,Valve assembly,35.79,2024-01-24 00:10:00
BILL-000769,JOB-000407,parts,Filter pack,52.93,2024-01-23 11:10:00
BILL-000770,JOB-000407,parts,Sensor kit,91.06,2024-01-23 10:10:00
BILL-000771,JOB-000408,parts,Refrigerant refill,138.55,2024-01-22 21:03:00
BILL-000772,JOB-000408,parts,Control board,279.65,2024-01-24 06:03:00
BILL-000773,JOB-000408,parts,Thermostat,151.83,2024-01-23 15:03:00
BILL-000774,JOB-000409,parts,Thermostat,104.48,2023-12-22 14:14:00
BILL-000775,JOB-000409,parts,Filter pack,19.65,2023-12-22 06:14:00
BILL-000776,JOB-000409,parts,Compressor unit,225.11,2023-12-22 05:14:00
BILL-000777,JOB-000410,parts,Valve assembly,114.87,2023-12-22 13:16:00
BILL-000778,JOB-000410,parts,Control board,87.27,2023-12-23 09:16:00
BILL-000779,JOB-000410,parts,Wiring harness,51.1,2023-12-22 09:16:00
BILL-000780,JOB-000411,parts,Sensor kit,78.26,2024-02-02 10:46:00
BILL-000781,JOB-000411,parts,Valve assembly,115.6,2024-01-31 16:46:00
BILL-000782,JOB-000412,parts,Thermostat,51.26,2024-01-31 22:14:00
BILL-000783,JOB-000413,parts,Compressor unit,453.55,2024-05-15 05:48:00
BILL-000784,JOB-000413,parts,Refrigerant refill,69.88,2024-05-14 13:48:00
BILL-000785,JOB-000414,parts,Sensor kit,40.77,2024-05-13 12:59:00
BILL-000786,JOB-000415,parts,Thermostat,109.22,2024-05-15 02:28:00
BILL-000787,JOB-000415,parts,Refrigerant refill,121.84,2024-05-14 23:28:00
BILL-000788,JOB-000416,parts,Wiring harness,78.56,2024-05-14 15:42:00
BILL-000789,JOB-000416,parts,Valve assembly,74.03,2024-05-14 07:42:00
BILL-000790,JOB-000416,parts,Filter pack,52.46,2024-05-15 12:42:00
BILL-000791,JOB-000417,parts,Refrigerant refill,198.08,2024-05-14 01:31:00
BILL-000792,JOB-000417,parts,Thermostat,155.96,2024-05-15 09:31:00
BILL-000793,JOB-000417,parts,Refrigerant refill,189.09,2024-05-15 15:31:00
BILL-000794,JOB-000418,parts,Refrigerant refill,124.0,2023-03-03 12:31:00
BILL-000795,JOB-000418,parts,Thermostat,159.99,2023-03-04 22:31:00
BILL-000796,JOB-000418,parts,Wiring harness,29.99,2023-03-03 19:31:00
BILL-000797,JOB-000418,credit_return,Customer return/adjustment,-48.64,2023-03-04 08:31:00
BILL-000798,JOB-000420,parts,Thermostat,150.59,2023-03-05 08:01:00
BILL-000799,JOB-000420,parts,Filter pack,19.64,2023-03-04 06:01:00
BILL-000800,JOB-000421,parts,Compressor unit,734.07,2025-01-15 13:08:00
BILL-000801,JOB-000421,parts,Sensor kit,80.16,2025-01-15 14:08:00
BILL-000802,JOB-000421,parts,Valve assembly,118.5,2025-01-15 05:08:00
BILL-000803,JOB-000422,parts,Wiring harness,28.96,2025-01-16 07:15:00
BILL-000804,JOB-000422,parts,Filter pack,19.7,2025-01-14 15:15:00
BILL-000805,JOB-000422,parts,Filter pack,49.89,2025-01-14 16:15:00
BILL-000806,JOB-000423,parts,Wiring harness,76.91,2023-08-15 23:58:00
BILL-000807,JOB-000423,parts,Refrigerant refill,205.68,2023-08-15 22:58:00
BILL-000808,JOB-000423,parts,Sensor kit,43.77,2023-08-16 18:58:00
BILL-000809,JOB-000424,parts,Control board,103.48,2023-08-17 01:57:00
BILL-000810,JOB-000424,parts,Wiring harness,53.69,2023-08-16 19:57:00
BILL-000811,JOB-000426,parts,Sensor kit,40.9,2023-08-16 05:01:00
BILL-000812,JOB-000426,parts,Wiring harness,55.0,2023-08-16 05:01:00
BILL-000813,JOB-000427,parts,Refrigerant refill,142.63,2023-08-17 11:10:00
BILL-000814,JOB-000428,parts,Control board,271.19,2025-04-09 00:20:00
BILL-000815,JOB-000428,parts,Compressor unit,656.52,2025-04-08 09:20:00
BILL-000816,JOB-000429,parts,Compressor unit,231.69,2025-04-08 06:33:00
BILL-000817,JOB-000429,credit_return,Customer return/adjustment,-82.89,2025-04-17 10:33:00
BILL-000818,JOB-000430,parts,Control board,89.08,2023-08-10 02:16:00
BILL-000819,JOB-000430,parts,Thermostat,54.38,2023-08-09 09:16:00
BILL-000820,JOB-000431,parts,Sensor kit,124.29,2023-08-08 23:42:00
BILL-000821,JOB-000431,parts,Thermostat,173.21,2023-08-08 23:42:00
BILL-000822,JOB-000431,parts,Sensor kit,77.02,2023-08-08 14:42:00
BILL-000823,JOB-000432,parts,Valve assembly,70.04,2025-03-16 05:09:00
BILL-000824,JOB-000433,parts,Sensor kit,42.48,2025-03-16 00:57:00
BILL-000825,JOB-000433,parts,Sensor kit,138.21,2025-03-15 15:57:00
BILL-000826,JOB-000433,parts,Wiring harness,59.88,2025-03-16 04:57:00
BILL-000827,JOB-000434,parts,Refrigerant refill,120.68,2025-03-15 19:17:00
BILL-000828,JOB-000434,parts,Refrigerant refill,118.08,2025-03-14 15:17:00
BILL-000829,JOB-000435,parts,Control board,261.68,2025-06-11 03:19:00
BILL-000830,JOB-000435,parts,Filter pack,54.68,2025-06-11 06:19:00
BILL-000831,JOB-000436,parts,Refrigerant refill,125.33,2025-06-10 16:00:00
BILL-000832,JOB-000436,parts,Refrigerant refill,141.55,2025-06-10 15:00:00
BILL-000833,JOB-000437,parts,Control board,171.91,2025-06-09 19:42:00
BILL-000834,JOB-000437,parts,Filter pack,53.83,2025-06-10 13:42:00
BILL-000835,JOB-000438,parts,Compressor unit,767.7,2024-07-08 22:12:00
BILL-000836,JOB-000438,parts,Control board,204.9,2024-07-10 09:12:00
BILL-000837,JOB-000439,parts,Sensor kit,122.75,2024-07-08 14:43:00
BILL-000838,JOB-000439,parts,Compressor unit,262.4,2024-07-09 11:43:00
BILL-000839,JOB-000439,parts,Refrigerant refill,142.07,2024-07-08 14:43:00
BILL-000840,JOB-000440,parts,Wiring harness,82.64,2024-07-09 00:55:00
BILL-000841,JOB-000440,parts,Filter pack,56.15,2024-07-09 02:55:00
BILL-000842,JOB-000440,parts,Control board,207.1,2024-07-09 03:55:00
BILL-000843,JOB-000442,parts,Refrigerant refill,122.38,2023-05-07 05:17:00
BILL-000844,JOB-000443,parts,Wiring harness,29.7,2023-05-05 21:36:00
BILL-000845,JOB-000444,parts,Refrigerant refill,207.23,2023-05-06 13:52:00
BILL-000846,JOB-000445,parts,Refrigerant refill,140.86,2023-05-06 18:58:00
BILL-000847,JOB-000445,parts,Compressor unit,222.8,2023-05-06 08:58:00
BILL-000848,JOB-000446,parts,Wiring harness,83.66,2023-02-09 03:23:00
BILL-000849,JOB-000446,parts,Valve assembly,41.35,2023-02-09 04:23:00
BILL-000850,JOB-000447,parts,Wiring harness,74.42,2023-02-08 15:49:00
BILL-000851,JOB-000447,parts,Wiring harness,58.77,2023-02-08 01:49:00
BILL-000852,JOB-000448,parts,Valve assembly,102.84,2023-02-09 12:24:00
BILL-000853,JOB-000448,parts,Wiring harness,28.58,2023-02-08 20:24:00
BILL-000854,JOB-000449,parts,Refrigerant refill,66.79,2023-02-08 01:56:00
BILL-000855,JOB-000449,parts,Sensor kit,77.63,2023-02-09 04:56:00
BILL-000856,JOB-000449,parts,Filter pack,19.6,2023-02-08 10:56:00
BILL-000857,JOB-000450,parts,Wiring harness,55.4,2023-03-03 04:17:00
BILL-000858,JOB-000450,parts,Valve assembly,39.98,2023-03-03 11:17:00
BILL-000859,JOB-000450,parts,Refrigerant refill,65.71,2023-03-03 17:17:00
BILL-000860,JOB-000452,parts,Compressor unit,477.97,2023-03-02 19:33:00
BILL-000861,JOB-000452,parts,Refrigerant refill,69.33,2023-03-02 23:33:00
BILL-000862,JOB-000452,parts,Control board,302.47,2023-03-03 03:33:00
BILL-000863,JOB-000453,parts,Thermostat,150.43,2024-04-11 00:09:00
BILL-000864,JOB-000453,parts,Compressor unit,782.44,2024-04-09 22:09:00
BILL-000865,JOB-000454,parts,Filter pack,18.25,2024-04-09 20:57:00
BILL-000866,JOB-000454,parts,Filter pack,39.04,2024-04-10 09:57:00
BILL-000867,JOB-000454,parts,Thermostat,58.34,2024-04-09 14:57:00
BILL-000868,JOB-000455,parts,Valve assembly,104.05,2024-04-10 01:47:00
BILL-000869,JOB-000456,parts,Thermostat,58.01,2025-02-18 15:59:00
BILL-000870,JOB-000456,parts,Refrigerant refill,196.11,2025-02-19 22:59:00
BILL-000871,JOB-000457,parts,Filter pack,16.6,2025-02-18 18:01:00
BILL-000872,JOB-000457,parts,Wiring harness,83.07,2025-02-20 05:01:00
BILL-000873,JOB-000457,parts,Sensor kit,138.54,2025-02-19 13:01:00
BILL-000874,JOB-000457,credit_return,Customer return/adjustment,-82.61,2025-02-22 13:01:00
BILL-000875,JOB-000458,parts,Wiring harness,27.84,2024-03-05 09:21:00
BILL-000876,JOB-000459,parts,Refrigerant refill,176.87,2024-03-05 21:52:00
BILL-000877,JOB-000460,parts,Thermostat,166.69,2024-03-05 08:57:00
BILL-000878,JOB-000460,parts,Wiring harness,59.51,2024-03-05 05:57:00
BILL-000879,JOB-000460,parts,Thermostat,153.9,2024-03-06 06:57:00
BILL-000880,JOB-000461,parts,Thermostat,174.29,2024-03-05 06:28:00
BILL-000881,JOB-000463,parts,Sensor kit,93.49,2024-05-23 00:39:00
BILL-000882,JOB-000463,parts,Filter pack,48.83,2024-05-23 09:39:00
BILL-000883,JOB-000463,parts,Sensor kit,42.16,2024-05-24 11:39:00
BILL-000884,JOB-000464,parts,Wiring harness,29.37,2024-05-23 14:43:00
BILL-000885,JOB-000465,parts,Wiring harness,54.57,2024-05-01 14:50:00
BILL-000886,JOB-000465,parts,Thermostat,107.21,2024-05-01 07:50:00
BILL-000887,JOB-000466,parts,Sensor kit,128.26,2024-05-01 04:13:00
BILL-000888,JOB-000466,parts,Refrigerant refill,182.95,2024-05-01 01:13:00
BILL-000889,JOB-000467,parts,Filter pack,36.35,2024-05-01 16:58:00
BILL-000890,JOB-000467,parts,Filter pack,51.91,2024-05-01 15:58:00
BILL-000891,JOB-000467,parts,Sensor kit,78.35,2024-05-02 07:58:00
BILL-000892,JOB-000468,parts,Wiring harness,25.85,2024-05-01 13:57:00
BILL-000893,JOB-000468,parts,Sensor kit,124.55,2024-05-02 01:57:00
BILL-000894,JOB-000468,parts,Wiring harness,29.94,2024-04-30 17:57:00
BILL-000895,JOB-000469,parts,Sensor kit,93.22,2024-05-02 14:12:00
BILL-000896,JOB-000469,parts,Sensor kit,125.0,2024-05-01 07:12:00
BILL-000897,JOB-000470,parts,Thermostat,57.97,2024-11-22 18:49:00
BILL-000898,JOB-000470,parts,Thermostat,110.38,2024-11-24 01:49:00
BILL-000899,JOB-000471,parts,Compressor unit,661.98,2024-11-22 17:29:00
BILL-000900,JOB-000471,parts,Control board,85.66,2024-11-22 16:29:00
BILL-000901,JOB-000471,parts,Filter pack,17.33,2024-11-23 11:29:00
BILL-000902,JOB-000472,parts,Refrigerant refill,138.86,2024-11-23 13:31:00
BILL-000903,JOB-000473,parts,Thermostat,104.51,2023-10-16 23:26:00
BILL-000904,JOB-000473,parts,Valve assembly,69.94,2023-10-17 23:26:00
BILL-000905,JOB-000476,parts,Sensor kit,78.51,2025-06-22 01:41:00
BILL-000906,JOB-000478,parts,Thermostat,177.66,2025-06-22 11:35:00
BILL-000907,JOB-000478,parts,Refrigerant refill,67.13,2025-06-21 00:35:00
BILL-000908,JOB-000478,parts,Thermostat,56.76,2025-06-20 23:35:00
BILL-000909,JOB-000479,parts,Wiring harness,51.38,2025-06-20 18:10:00
BILL-000910,JOB-000479,parts,Filter pack,36.61,2025-06-21 04:10:00
BILL-000911,JOB-000480,parts,Thermostat,164.16,2025-06-21 15:18:00
BILL-000912,JOB-000481,parts,Control board,88.06,2024-07-05 07:20:00
BILL-000913,JOB-000481,parts,Wiring harness,25.36,2024-07-06 06:20:00
BILL-000914,JOB-000482,parts,Filter pack,37.52,2024-07-04 20:39:00
BILL-000915,JOB-000482,parts,Filter pack,59.22,2024-07-05 22:39:00
BILL-000916,JOB-000482,parts,Compressor unit,776.31,2024-07-05 17:39:00
BILL-000917,JOB-000483,parts,Valve assembly,38.1,2025-05-08 19:46:00
BILL-000918,JOB-000483,parts,Compressor unit,462.58,2025-05-07 20:46:00
BILL-000919,JOB-000484,parts,Valve assembly,75.22,2025-05-08 16:12:00
BILL-000920,JOB-000485,parts,Thermostat,148.4,2024-05-09 20:38:00
BILL-000921,JOB-000485,parts,Compressor unit,257.86,2024-05-10 00:38:00
BILL-000922,JOB-000485,credit_return,Customer return/adjustment,-58.02,2024-05-13 08:38:00
BILL-000923,JOB-000486,parts,Refrigerant refill,126.88,2024-05-08 13:26:00
BILL-000924,JOB-000486,parts,Valve assembly,111.15,2024-05-09 10:26:00
BILL-000925,JOB-000487,parts,Wiring harness,79.9,2023-09-28 08:56:00
BILL-000926,JOB-000487,parts,Valve assembly,107.0,2023-09-28 04:56:00
BILL-000927,JOB-000488,parts,Control board,308.56,2023-09-28 21:20:00
BILL-000928,JOB-000488,parts,Control board,100.9,2023-09-27 19:20:00
BILL-000929,JOB-000489,parts,Filter pack,16.75,2023-09-28 07:14:00
BILL-000930,JOB-000490,parts,Compressor unit,649.94,2023-09-28 16:14:00
BILL-000931,JOB-000491,parts,Control board,96.57,2023-09-29 01:11:00
BILL-000932,JOB-000491,parts,Filter pack,49.74,2023-09-28 03:11:00
BILL-000933,JOB-000491,parts,Compressor unit,667.97,2023-09-29 19:11:00
BILL-000934,JOB-000492,parts,Control board,310.73,2025-05-23 10:14:00
BILL-000935,JOB-000493,parts,Refrigerant refill,59.15,2025-05-23 18:14:00
BILL-000936,JOB-000493,parts,Wiring harness,56.38,2025-05-24 01:14:00
BILL-000937,JOB-000493,parts,Thermostat,56.25,2025-05-24 20:14:00
BILL-000938,JOB-000494,parts,Thermostat,113.0,2024-03-14 03:56:00
BILL-000939,JOB-000495,parts,Thermostat,54.08,2024-11-26 15:56:00
BILL-000940,JOB-000496,parts,Valve assembly,40.87,2023-06-10 23:29:00
BILL-000941,JOB-000498,parts,Control board,299.91,2024-07-04 02:42:00
BILL-000942,JOB-000498,parts,Sensor kit,89.36,2024-07-04 04:42:00
BILL-000943,JOB-000498,parts,Sensor kit,87.3,2024-07-05 03:42:00
BILL-000944,JOB-000499,parts,Valve assembly,37.44,2024-01-16 08:47:00
BILL-000945,JOB-000499,parts,Refrigerant refill,175.77,2024-01-17 05:47:00
BILL-000946,JOB-000500,parts,Control board,86.69,2024-07-13 14:03:00
BILL-000947,JOB-000501,parts,Wiring harness,28.46,2024-03-30 07:20:00
BILL-000948,JOB-000502,parts,Control board,193.35,2024-01-24 13:28:00
BILL-000949,JOB-000502,parts,Control board,271.46,2024-01-24 10:28:00
BILL-000950,JOB-000502,parts,Thermostat,113.23,2024-01-24 20:28:00
BILL-000951,JOB-000503,parts,Thermostat,108.99,2024-05-01 10:17:00
BILL-000952,JOB-000503,parts,Refrigerant refill,66.13,2024-04-29 13:17:00
BILL-000953,JOB-000504,parts,Thermostat,104.21,2023-11-11 14:23:00
BILL-000954,JOB-000504,parts,Thermostat,106.97,2023-11-10 22:23:00
BILL-000955,JOB-000505,parts,Wiring harness,29.55,2023-06-24 07:54:00
BILL-000956,JOB-000505,parts,Wiring harness,76.71,2023-06-24 10:54:00
BILL-000957,JOB-000505,credit_return,Customer return/adjustment,-74.35,2023-06-26 10:54:00
BILL-000958,JOB-000507,parts,Sensor kit,39.06,2023-08-22 12:25:00
BILL-000959,JOB-000508,parts,Filter pack,16.28,2024-09-25 12:55:00
BILL-000960,JOB-000508,parts,Sensor kit,90.61,2024-09-25 22:55:00
BILL-000961,JOB-000509,parts,Thermostat,169.25,2025-02-14 19:38:00
BILL-000962,JOB-000510,parts,Thermostat,147.74,2023-04-12 19:15:00
BILL-000963,JOB-000512,parts,Thermostat,155.17,2023-11-22 02:18:00
BILL-000964,JOB-000512,parts,Thermostat,53.1,2023-11-21 11:18:00
BILL-000965,JOB-000514,parts,Sensor kit,87.22,2024-10-23 09:23:00
BILL-000966,JOB-000514,parts,Wiring harness,76.26,2024-10-21 22:23:00
BILL-000967,JOB-000514,parts,Valve assembly,79.42,2024-10-23 10:23:00
BILL-000968,JOB-000515,parts,Thermostat,48.79,2024-05-30 15:18:00
BILL-000969,JOB-000515,parts,Wiring harness,25.9,2024-05-30 12:18:00
BILL-000970,JOB-000516,parts,Thermostat,109.19,2025-05-02 01:33:00
BILL-000971,JOB-000516,parts,Filter pack,50.7,2025-04-30 21:33:00
BILL-000972,JOB-000517,parts,Refrigerant refill,198.62,2023-02-23 06:13:00
BILL-000973,JOB-000517,parts,Refrigerant refill,131.65,2023-02-22 16:13:00
BILL-000974,JOB-000517,parts,Filter pack,58.11,2023-02-23 15:13:00
BILL-000975,JOB-000518,parts,Filter pack,18.11,2025-02-08 16:21:00
BILL-000976,JOB-000518,parts,Valve assembly,37.62,2025-02-07 23:21:00
BILL-000977,JOB-000518,parts,Valve assembly,105.86,2025-02-07 14:21:00
BILL-000978,JOB-000519,parts,Compressor unit,466.19,2023-03-09 04:03:00
BILL-000979,JOB-000520,parts,Valve assembly,75.77,2025-04-29 06:26:00
BILL-000980,JOB-000521,parts,Refrigerant refill,182.84,2023-06-24 01:11:00
BILL-000981,JOB-000521,parts,Control board,198.87,2023-06-24 10:11:00
BILL-000982,JOB-000521,parts,Refrigerant refill,206.66,2023-06-23 05:11:00
BILL-000983,JOB-000522,parts,Wiring harness,87.76,2024-08-19 13:28:00
BILL-000984,JOB-000522,parts,Valve assembly,71.5,2024-08-20 07:28:00
BILL-000985,JOB-000522,credit_return,Customer return/adjustment,-63.87,2024-08-26 12:28:00
BILL-000986,JOB-000523,parts,Filter pack,37.99,2023-08-15 18:37:00
BILL-000987,JOB-000524,parts,Sensor kit,126.08,2024-11-14 08:40:00
BILL-000988,JOB-000524,parts,Control board,188.33,2024-11-14 00:40:00
BILL-000989,JOB-000525,parts,Valve assembly,38.66,2023-09-16 12:59:00
BILL-000990,JOB-000525,parts,Compressor unit,218.52,2023-09-16 12:59:00
BILL-000991,JOB-000526,parts,Sensor kit,90.64,2023-05-18 14:38:00
BILL-000992,JOB-000526,parts,Compressor unit,710.53,2023-05-18 10:38:00
BILL-000993,JOB-000528,parts,Compressor unit,688.74,2023-12-29 04:32:00
BILL-000994,JOB-000528,parts,Compressor unit,656.04,2023-12-29 13:32:00
BILL-000995,JOB-000529,parts,Control board,88.16,2023-12-04 23:23:00
BILL-000996,JOB-000529,parts,Sensor kit,120.74,2023-12-05 16:23:00
BILL-000997,JOB-000530,parts,Control board,184.06,2024-08-14 18:44:00
BILL-000998,JOB-000530,parts,Thermostat,108.97,2024-08-15 23:44:00
BILL-000999,JOB-000531,parts,Sensor kit,135.73,2024-10-15 01:04:00
BILL-001000,JOB-000531,parts,Thermostat,49.84,2024-10-15 04:04:00
BILL-001001,JOB-000532,parts,Compressor unit,246.86,2023-02-17 06:57:00
BILL-001002,JOB-000533,parts,Compressor unit,252.41,2024-02-28 20:43:00
BILL-001003,JOB-000534,parts,Filter pack,35.19,2024-11-10 09:03:00
BILL-001004,JOB-000535,parts,Valve assembly,68.76,2023-08-04 08:15:00
BILL-001005,JOB-000536,parts,Control board,89.3,2025-01-30 17:40:00
BILL-001006,JOB-000536,parts,Refrigerant refill,66.08,2025-01-30 15:40:00
BILL-001007,JOB-000536,parts,Filter pack,49.47,2025-01-31 14:40:00
BILL-001008,JOB-000537,parts,Wiring harness,25.59,2024-08-06 12:08:00
BILL-001009,JOB-000538,parts,Valve assembly,76.86,2025-04-17 18:58:00
BILL-001010,JOB-000538,parts,Wiring harness,29.34,2025-04-18 00:58:00
BILL-001011,JOB-000538,parts,Valve assembly,71.38,2025-04-17 02:58:00
