timesheet_id,technician_id,job_id,work_date,hours_worked,entry_type,logged_at
TS-000606,TECH-0026,JOB-000537,2024-08-06,0.88,job,2024-08-06 18:45:00
TS-000607,TECH-0021,JOB-000538,2025-04-16,2.22,job,2025-04-16 18:00:00
TS-000608,TECH-0001,,2025-05-02,0.67,training,2025-05-02 18:30:00
TS-000609,TECH-0029,,2023-10-05,0.81,training,2023-10-05 18:30:00
TS-000610,TECH-0019,,2024-01-03,1.55,admin,2024-01-03 18:30:00
TS-000611,TECH-0027,,2025-06-09,0.96,admin,2025-06-09 18:30:00
TS-000612,TECH-0005,,2023-03-06,0.82,travel,2023-03-06 18:30:00
TS-000613,TECH-0021,,2024-09-17,2.9,training,2024-09-17 18:30:00
TS-000614,TECH-0028,,2024-05-28,1.96,admin,2024-05-28 18:30:00
TS-000615,TECH-0020,,2023-07-28,1.67,travel,2023-07-28 18:30:00
TS-000616,TECH-0023,,2024-05-07,1.42,admin,2024-05-07 18:30:00
TS-000617,TECH-0001,,2025-01-13,2.14,training,2025-01-13 18:30:00
TS-000618,TECH-0005,,2023-03-23,1.77,travel,2023-03-23 18:30:00
TS-000619,TECH-0030,,2025-03-12,1.56,travel,2025-03-12 18:30:00
TS-000620,TECH-0008,,2023-10-16,2.77,training,2023-10-16 18:30:00
TS-000621,TECH-0029,,2023-04-10,0.97,admin,2023-04-10 18:30:00
TS-000622,TECH-0017,,2024-10-31,2.23,training,2024-10-31 18:30:00
TS-000623,TECH-0021,,2025-03-21,2.04,admin,2025-03-21 18:30:00
TS-000624,TECH-0015,,2024-04-16,0.76,travel,2024-04-16 18:30:00
TS-000625,TECH-0029,,2023-03-02,1.05,admin,2023-03-02 18:30:00
TS-000626,TECH-0001,,2023-11-16,1.08,training,2023-11-16 18:30:00
TS-000627,TECH-0023,,2023-11-02,1.7,travel,2023-11-02 18:30:00
TS-000628,TECH-0028,,2024-04-19,1.44,training,2024-04-19 18:30:00
TS-000629,TECH-0014,,2023-09-21,1.41,travel,2023-09-21 18:30:00
TS-000630,TECH-0003,,2024-05-28,1.89,travel,2024-05-28 18:30:00
TS-000631,TECH-0005,,2024-02-21,0.99,admin,2024-02-21 18:30:00
TS-000632,TECH-0021,,2024-05-30,2.94,travel,2024-05-30 18:30:00
TS-000633,TECH-0008,,2023-10-11,0.94,admin,2023-10-11 18:30:00
TS-000634,TECH-0010,,2023-09-07,2.62,admin,2023-09-07 18:30:00
TS-000635,TECH-0009,,2023-09-13,0.55,travel,2023-09-13 18:30:00
TS-000636,TECH-0030,,2024-01-11,0.55,travel,2024-01-11 18:30:00
TS-000637,TECH-0025,,2023-07-17,2.14,admin,2023-07-17 18:30:00
TS-000638,TECH-0004,,2024-04-30,1.26,travel,2024-04-30 18:30:00
TS-000639,TECH-0009,,2024-06-13,2.15,admin,2024-06-13 18:30:00
TS-000640,TECH-0019,,2025-06-12,2.7,admin,2025-06-12 18:30:00
TS-000641,TECH-0003,,2023-06-20,2.71,travel,2023-06-20 18:30:00
TS-000642,TECH-0005,,2023-09-29,1.83,travel,2023-09-29 18:30:00
TS-000643,TECH-0026,,2024-06-20,2.0,admin,2024-06-20 18:30:00
TS-000644,TECH-0024,,2023-12-18,2.41,travel,2023-12-18 18:30:00
TS-000645,TECH-0021,,2023-09-28,1.24,training,2023-09-28 18:30:00
TS-000646,TECH-0005,,2024-04-15,0.63,travel,2024-04-15 18:30:00
TS-000647,TECH-0029,,2024-02-06,2.63,travel,2024-02-06 18:30:00
TS-000648,TECH-0021,,2024-12-02,2.32,travel,2024-12-02 18:30:00
TS-000649,TECH-0029,,2024-11-05,2.04,training,2024-11-05 18:30:00
TS-000650,TECH-0006,,2024-12-30,2.38,admin,2024-12-30 18:30:00
TS-000651,TECH-0024,,2024-12-31,1.75,admin,2024-12-31 18:30:00
TS-000652,TECH-0016,,2023-09-14,2.28,admin,2023-09-14 18:30:00
TS-000653,TECH-0019,,2024-11-22,2.89,training,2024-11-22 18:30:00
TS-000654,TECH-0017,,2024-01-19,1.5,training,2024-01-19 18:30:00
TS-000655,TECH-0029,,2025-04-16,0.59,training,2025-04-16 18:30:00
TS-000656,TECH-0009,,2023-10-18,2.66,admin,2023-10-18 18:30:00
TS-000657,TECH-0014,,2023-11-09,1.56,admin,2023-11-09 18:30:00
TS-000658,TECH-0014,,2025-03-31,2.84,travel,2025-03-31 18:30:00
TS-000659,TECH-0013,,2024-01-01,0.71,training,2024-01-01 18:30:00
TS-000660,TECH-0028,,2023-05-02,1.61,admin,2023-05-02 18:30:00
TS-000661,TECH-0013,,2023-11-27,0.6,training,2023-11-27 18:30:00
TS-000662,TECH-0019,,2025-06-10,1.57,admin,2025-06-10 18:30:00
TS-000663,TECH-0016,,2024-09-11,1.42,admin,2024-09-11 18:30:00
TS-000664,TECH-0017,,2024-03-29,1.46,admin,2024-03-29 18:30:00
TS-000665,TECH-0006,,2024-09-25,1.16,travel,2024-09-25 18:30:00
TS-000666,TECH-0003,,2024-05-29,1.24,travel,2024-05-29 18:30:00
TS-000667,TECH-0019,,2025-01-06,2.11,training,2025-01-06 18:30:00
TS-000668,TECH-0029,,2024-02-01,0.75,travel,2024-02-01 18:30:00
TS-000669,TECH-0003,,2024-05-30,1.87,travel,2024-05-30 18:30:00
TS-000670,TECH-0012,,2023-10-10,1.32,training,2023-10-10 18:30:00
TS-000671,TECH-0011,,2024-01-30,2.26,travel,2024-01-30 18:30:00
TS-000672,TECH-0005,,2025-02-18,0.52,admin,2025-02-18 18:30:00
TS-000673,TECH-0011,,2024-02-08,2.46,admin,2024-02-08 18:30:00
TS-000674,TECH-0014,,2024-08-05,2.39,training,2024-08-05 18:30:00
TS-000675,TECH-0001,,2024-11-07,1.78,training,2024-11-07 18:30:00
TS-000676,TECH-0028,,2023-08-02,1.07,admin,2023-08-02 18:30:00
TS-000677,TECH-0027,,2023-10-27,1.08,admin,2023-10-27 18:30:00
TS-000678,TECH-0021,,2025-03-03,2.31,admin,2025-03-03 18:30:00
TS-000679,TECH-0016,,2024-05-02,1.28,travel,2024-05-02 18:30:00
TS-000680,TECH-0008,,2024-09-06,1.54,training,2024-09-06 18:30:00
TS-000681,TECH-0016,,2024-10-07,0.58,training,2024-10-07 18:30:00
TS-000682,TECH-0005,,2025-04-08,1.26,travel,2025-04-08 18:30:00
TS-000683,TECH-0027,,2023-01-13,2.53,admin,2023-01-13 18:30:00
TS-000684,TECH-0030,,2024-05-23,1.06,admin,2024-05-23 18:30:00
TS-000685,TECH-0015,,2024-08-01,1.84,training,2024-08-01 18:30:00
TS-000686,TECH-0012,,2025-04-22,1.92,travel,2025-04-22 18:30:00
TS-000687,TECH-0002,,2023-07-19,2.94,travel,2023-07-19 18:30:00
TS-000688,TECH-0012,,2025-03-25,2.5,training,2025-03-25 18:30:00
TS-000689,TECH-0023,,2025-04-02,2.95,admin,2025-04-02 18:30:00
TS-000690,TECH-0008,,2024-07-15,1.84,travel,2024-07-15 18:30:00
TS-000691,TECH-0008,,2024-11-12,1.32,travel,2024-11-12 18:30:00
TS-000692,TECH-0016,,2024-03-12,0.93,travel,2024-03-12 18:30:00
TS-000693,TECH-0025,,2025-03-04,0.58,travel,2025-03-04 18:30:00
TS-000694,TECH-0026,,2025-05-14,0.57,admin,2025-05-14 18:30:00
TS-000695,TECH-0008,,2023-04-11,1.21,admin,2023-04-11 18:30:00
TS-000696,TECH-0009,,2024-02-22,1.81,training,2024-02-22 18:30:00
TS-000697,TECH-0016,,2023-03-23,1.8,admin,2023-03-23 18:30:00
TS-000698,TECH-0006,,2024-04-12,1.48,admin,2024-04-12 18:30:00
TS-000699,TECH-0004,,2023-07-05,1.55,training,2023-07-05 18:30:00
TS-000700,TECH-0027,,2023-04-10,2.89,admin,2023-04-10 18:30:00
TS-000701,TECH-0008,,2023-07-06,1.27,travel,2023-07-06 18:30:00
TS-000702,TECH-0030,,2024-11-12,2.01,travel,2024-11-12 18:30:00
TS-000703,TECH-0011,,2025-04-22,1.76,travel,2025-04-22 18:30:00
TS-000704,TECH-0025,,2024-10-18,1.0,admin,2024-10-18 18:30:00
TS-000705,TECH-0005,,2024-10-01,2.56,travel,2024-10-01 18:30:00
TS-000706,TECH-0023,,2023-12-20,1.32,training,2023-12-20 18:30:00
TS-000707,TECH-0021,,2024-12-04,1.66,admin,2024-12-04 18:30:00
TS-000708,TECH-0002,,2023-05-11,2.12,admin,2023-05-11 18:30:00
TS-000709,TECH-0016,,2024-05-13,2.61,training,2024-05-13 18:30:00
TS-000710,TECH-0029,,2024-03-01,2.03,admin,2024-03-01 18:30:00
TS-000711,TECH-0029,,2023-09-08,1.12,admin,2023-09-08 18:30:00
TS-000712,TECH-0023,,2024-09-11,1.46,admin,2024-09-11 18:30:00
TS-000713,TECH-0025,,2023-09-20,1.92,training,2023-09-20 18:30:00
TS-000714,TECH-0014,,2023-03-03,2.71,travel,2023-03-03 18:30:00
TS-000715,TECH-0006,,2024-01-29,1.84,training,2024-01-29 18:30:00
TS-000716,TECH-0025,,2023-04-06,2.32,training,2023-04-06 18:30:00
TS-000717,TECH-0008,,2024-12-09,2.98,admin,2024-12-09 18:30:00
TS-000718,TECH-0020,,2023-06-23,0.69,admin,2023-06-23 18:30:00
TS-000719,TECH-0004,,2024-12-24,1.53,admin,2024-12-24 18:30:00
TS-000720,TECH-0006,,2023-12-28,1.77,travel,2023-12-28 18:30:00
TS-000721,TECH-0016,,2023-02-08,2.1,travel,2023-02-08 18:30:00
TS-000722,TECH-0025,,2024-10-23,1.36,admin,2024-10-23 18:30:00
TS-000723,TECH-0014,,2023-10-06,0.59,admin,2023-10-06 18:30:00
TS-000724,TECH-0010,,2023-06-14,2.79,training,2023-06-14 18:30:00
TS-000725,TECH-0012,,2024-10-28,1.65,admin,2024-10-28 18:30:00
TS-000726,TECH-0003,,2025-02-25,1.11,training,2025-02-25 18:30:00
TS-000727,TECH-0016,,2023-07-20,2.55,admin,2023-07-20 18:30:00
TS-000728,TECH-0030,,2023-08-21,2.6,travel,2023-08-21 18:30:00
TS-000729,TECH-0023,,2023-05-24,1.24,travel,2023-05-24 18:30:00
TS-000730,TECH-0020,,2024-07-15,0.69,travel,2024-07-15 18:30:00
TS-000731,TECH-0028,,2023-01-17,1.18,training,2023-01-17 18:30:00
TS-000732,TECH-0016,,2024-05-28,1.04,travel,2024-05-28 18:30:00
TS-000733,TECH-0002,,2025-02-03,1.61,travel,2025-02-03 18:30:00
TS-000734,TECH-0002,,2025-06-30,2.1,training,2025-06-30 18:30:00
TS-000735,TECH-0026,,2023-05-29,2.23,admin,2023-05-29 18:30:00
TS-000736,TECH-0016,,2023-03-16,0.51,training,2023-03-16 18:30:00
TS-000737,TECH-0028,,2024-06-25,2.82,travel,2024-06-25 18:30:00
TS-000738,TECH-0013,,2023-12-08,0.73,travel,2023-12-08 18:30:00
TS-000739,TECH-0015,,2023-02-09,1.34,travel,2023-02-09 18:30:00
TS-000740,TECH-0008,,2023-03-31,2.9,travel,2023-03-31 18:30:00
TS-000741,TECH-0004,,2023-08-29,0.92,training,2023-08-29 18:30:00
TS-000742,TECH-0015,,2025-01-03,2.54,travel,2025-01-03 18:30:00
TS-000743,TECH-0012,,2025-03-17,0.97,training,2025-03-17 18:30:00
TS-000744,TECH-0008,,2025-02-14,2.85,admin,2025-02-14 18:30:00
TS-000745,TECH-0004,,2023-11-29,0.76,travel,2023-11-29 18:30:00
TS-000746,TECH-0012,,2023-09-06,1.51,travel,2023-09-06 18:30:00
TS-000747,TECH-0012,,2023-01-18,1.03,admin,2023-01-18 18:30:00
TS-000748,TECH-0009,,2023-04-05,2.54,training,2023-04-05 18:30:00
TS-000749,TECH-0024,,2025-06-12,0.61,admin,2025-06-12 18:30:00
TS-000750,TECH-0008,,2024-08-12,2.42,admin,2024-08-12 18:30:00
TS-000751,TECH-0017,,2023-05-26,1.84,training,2023-05-26 18:30:00
TS-000752,TECH-0021,,2023-09-04,2.9,admin,2023-09-04 18:30:00
TS-000753,TECH-0023,,2024-04-10,2.24,training,2024-04-10 18:30:00
TS-000754,TECH-0025,,2023-07-11,0.94,admin,2023-07-11 18:30:00
TS-000755,TECH-0028,,2024-04-01,1.71,training,2024-04-01 18:30:00
TS-000756,TECH-0012,,2023-01-26,2.78,training,2023-01-26 18:30:00
TS-000757,TECH-0016,,2024-07-02,2.1,training,2024-07-02 18:30:00
TS-000758,TECH-0009,,2024-12-23,2.26,training,2024-12-23 18:30:00
TS-000759,TECH-0001,,2023-11-30,2.04,travel,2023-11-30 18:30:00
TS-000760,TECH-0004,,2024-03-19,2.34,travel,2024-03-19 18:30:00
TS-000761,TECH-0028,,2023-12-15,0.7,training,2023-12-15 18:30:00
TS-000762,TECH-0005,,2024-06-20,1.24,admin,2024-06-20 18:30:00
TS-000763,TECH-0005,,2024-06-21,2.11,travel,2024-06-21 18:30:00
TS-000764,TECH-0009,,2025-05-07,2.35,admin,2025-05-07 18:30:00
TS-000765,TECH-0012,,2023-07-12,1.29,admin,2023-07-12 18:30:00
TS-000766,TECH-0029,,2023-02-27,2.48,training,2023-02-27 18:30:00
TS-000767,TECH-0015,,2024-02-19,1.07,travel,2024-02-19 18:30:00
TS-000768,TECH-0027,,2024-04-19,1.11,admin,2024-04-19 18:30:00
TS-000769,TECH-0020,,2023-03-20,2.97,training,2023-03-20 18:30:00
TS-000770,TECH-0029,,2023-11-15,2.68,training,2023-11-15 18:30:00
TS-000771,TECH-0019,,2024-04-05,1.61,travel,2024-04-05 18:30:00
TS-000772,TECH-0001,,2023-04-04,0.67,admin,2023-04-04 18:30:00
TS-000773,TECH-0008,,2023-03-16,2.98,training,2023-03-16 18:30:00
TS-000774,TECH-0008,,2023-06-29,0.93,travel,2023-06-29 18:30:00
TS-000775,TECH-0020,,2023-10-20,1.77,travel,2023-10-20 18:30:00
TS-000776,TECH-0015,,2024-10-31,0.91,admin,2024-10-31 18:30:00
TS-000777,TECH-0008,,2023-12-18,0.94,admin,2023-12-18 18:30:00
TS-000778,TECH-0009,,2024-03-11,1.94,admin,2024-03-11 18:30:00
TS-000779,TECH-0024,,2023-10-17,2.66,admin,2023-10-17 18:30:00
TS-000780,TECH-0017,,2023-04-25,1.5,admin,2023-04-25 18:30:00
TS-000781,TECH-0006,,2024-11-06,1.56,admin,2024-11-06 18:30:00
TS-000782,TECH-0023,,2024-09-12,2.55,travel,2024-09-12 18:30:00
TS-000783,TECH-0029,,2024-11-21,2.4,travel,2024-11-21 18:30:00
TS-000784,TECH-0015,,2023-05-01,1.99,admin,2023-05-01 18:30:00
TS-000785,TECH-0005,,2025-03-04,0.94,training,2025-03-04 18:30:00
TS-000786,TECH-0014,,2024-10-25,1.63,admin,2024-10-25 18:30:00
TS-000787,TECH-0014,,2025-03-17,1.7,training,2025-03-17 18:30:00
TS-000788,TECH-0012,,2023-07-14,1.67,training,2023-07-14 18:30:00
TS-000789,TECH-0005,,2023-09-29,0.53,travel,2023-09-29 18:30:00
TS-000790,TECH-0019,,2024-06-20,1.51,admin,2024-06-20 18:30:00
TS-000791,TECH-0015,,2024-07-19,1.43,training,2024-07-19 18:30:00
TS-000792,TECH-0017,,2024-03-18,2.97,training,2024-03-18 18:30:00
TS-000793,TECH-0003,,2024-08-08,2.98,travel,2024-08-08 18:30:00
TS-000794,TECH-0004,,2024-07-05,0.91,training,2024-07-05 18:30:00
TS-000795,TECH-0028,,2024-09-17,2.43,admin,2024-09-17 18:30:00
TS-000796,TECH-0028,,2024-05-14,2.27,training,2024-05-14 18:30:00
TS-000797,TECH-0024,,2024-06-12,0.64,training,2024-06-12 18:30:00
TS-000798,TECH-0014,,2024-08-30,1.12,training,2024-08-30 18:30:00
TS-000799,TECH-0017,,2023-02-20,2.08,admin,2023-02-20 18:30:00
TS-000800,TECH-0025,,2023-02-09,2.16,training,2023-02-09 18:30:00
TS-000801,TECH-0005,,2024-01-10,1.64,training,2024-01-10 18:30:00
TS-000802,TECH-0025,,2023-07-31,1.12,admin,2023-07-31 18:30:00
TS-000803,TECH-0021,,2023-08-21,0.79,travel,2023-08-21 18:30:00
TS-000804,TECH-0003,,2024-07-04,2.27,admin,2024-07-04 18:30:00
TS-000805,TECH-0003,,2025-01-13,2.69,travel,2025-01-13 18:30:00
TS-000806,TECH-0006,,2024-09-04,2.23,admin,2024-09-04 18:30:00
TS-000807,TECH-0019,,2025-02-03,2.72,training,2025-02-03 18:30:00
TS-000808,TECH-0021,,2024-03-18,1.53,training,2024-03-18 18:30:00
TS-000809,TECH-0027,,2023-05-09,2.09,travel,2023-05-09 18:30:00
TS-000810,TECH-0028,,2024-05-08,1.17,travel,2024-05-08 18:30:00
TS-000811,TECH-0008,,2024-07-24,1.27,training,2024-07-24 18:30:00
TS-000812,TECH-0006,,2024-12-05,0.74,travel,2024-12-05 18:30:00
TS-000813,TECH-0028,,2024-08-21,1.54,training,2024-08-21 18:30:00
TS-000814,TECH-0011,,2024-09-10,0.94,travel,2024-09-10 18:30:00
TS-000815,TECH-0006,,2023-07-12,1.72,travel,2023-07-12 18:30:00
TS-000816,TECH-0019,,2023-06-07,1.92,admin,2023-06-07 18:30:00
TS-000817,TECH-0008,,2023-09-25,0.65,travel,2023-09-25 18:30:00
TS-000818,TECH-0006,,2023-10-03,2.96,admin,2023-10-03 18:30:00
TS-000819,TECH-0015,,2024-09-24,2.78,training,2024-09-24 18:30:00
TS-000820,TECH-0004,,2023-08-28,1.23,travel,2023-08-28 18:30:00
TS-000821,TECH-0014,,2023-06-28,0.66,admin,2023-06-28 18:30:00
TS-000822,TECH-0001,,2025-04-18,1.69,travel,2025-04-18 18:30:00
TS-000823,TECH-0025,,2023-05-25,0.65,travel,2023-05-25 18:30:00
TS-000824,TECH-0028,,2023-01-11,1.96,training,2023-01-11 18:30:00
TS-000825,TECH-0002,,2023-05-19,1.81,travel,2023-05-19 18:30:00
TS-000826,TECH-0001,,2024-06-21,1.8,training,2024-06-21 18:30:00
TS-000827,TECH-0028,,2024-01-17,1.68,admin,2024-01-17 18:30:00
TS-000828,TECH-0012,,2025-05-15,1.34,admin,2025-05-15 18:30:00
TS-000829,TECH-0025,,2024-05-07,2.54,admin,2024-05-07 18:30:00
TS-000830,TECH-0013,,2024-07-25,2.03,admin,2024-07-25 18:30:00
TS-000831,TECH-0013,,2024-04-18,0.51,travel,2024-04-18 18:30:00
TS-000832,TECH-0026,,2024-07-30,2.59,training,2024-07-30 18:30:00
TS-000833,TECH-0005,,2023-02-07,0.81,training,2023-02-07 18:30:00
TS-000834,TECH-0019,,2024-02-06,2.38,training,2024-02-06 18:30:00
TS-000835,TECH-0009,,2024-06-12,2.05,admin,2024-06-12 18:30:00
TS-000836,TECH-0025,,2024-11-12,1.53,training,2024-11-12 18:30:00
TS-000837,TECH-0008,,2023-01-05,2.89,training,2023-01-05 18:30:00
TS-000838,TECH-0030,,2024-04-05,2.08,travel,2024-04-05 18:30:00
TS-000839,TECH-0002,,2024-04-11,1.61,training,2024-04-11 18:30:00
TS-000840,TECH-0023,,2024-11-26,2.35,admin,2024-11-26 18:30:00
TS-000841,TECH-0029,,2023-04-27,1.57,admin,2023-04-27 18:30:00
TS-000842,TECH-0017,,2023-05-24,1.46,training,2023-05-24 18:30:00
TS-000843,TECH-0023,,2023-10-06,0.86,training,2023-10-06 18:30:00
TS-000844,TECH-0019,,2025-03-31,1.76,training,2025-03-31 18:30:00
TS-000845,TECH-0005,,2024-12-13,1.25,travel,2024-12-13 18:30:00
TS-000846,TECH-0025,,2025-02-25,0.92,admin,2025-02-25 18:30:00
TS-000847,TECH-0016,,2023-06-15,2.16,admin,2023-06-15 18:30:00
TS-000848,TECH-0009,,2023-12-15,0.93,travel,2023-12-15 18:30:00
TS-000849,TECH-0025,,2023-05-09,1.59,travel,2023-05-09 18:30:00
TS-000850,TECH-0026,,2023-02-10,2.82,travel,2023-02-10 18:30:00
TS-000851,TECH-0012,,2024-07-03,1.05,admin,2024-07-03 18:30:00
TS-000852,TECH-0010,,2024-11-13,0.81,training,2024-11-13 18:30:00
TS-000853,TECH-0005,,2025-02-05,2.31,training,2025-02-05 18:30:00
TS-000854,TECH-0003,,2024-04-22,2.83,travel,2024-04-22 18:30:00
TS-000855,TECH-0028,,2025-05-12,2.11,travel,2025-05-12 18:30:00
TS-000856,TECH-0014,,2024-07-01,2.11,training,2024-07-01 18:30:00
TS-000857,TECH-0020,,2024-09-18,1.06,travel,2024-09-18 18:30:00
TS-000858,TECH-0004,,2024-02-21,0.78,travel,2024-02-21 18:30:00
TS-000859,TECH-0012,,2025-04-29,2.36,travel,2025-04-29 18:30:00
TS-000860,TECH-0004,,2025-04-01,0.82,admin,2025-04-01 18:30:00
TS-000861,TECH-0012,,2024-06-28,2.34,training,2024-06-28 18:30:00
TS-000862,TECH-0011,,2023-03-30,1.84,training,2023-03-30 18:30:00
TS-000863,TECH-0014,,2024-08-29,2.43,admin,2024-08-29 18:30:00
TS-000864,TECH-0029,,2023-06-30,2.16,training,2023-06-30 18:30:00
TS-000865,TECH-0021,,2023-11-15,1.49,travel,2023-11-15 18:30:00
TS-000866,TECH-0020,,2024-10-22,0.86,admin,2024-10-22 18:30:00
TS-000867,TECH-0011,,2023-11-10,2.2,admin,2023-11-10 18:30:00
TS-000868,TECH-0005,,2025-05-12,0.86,admin,2025-05-12 18:30:00
TS-000869,TECH-0025,,2023-02-20,1.3,training,2023-02-20 18:30:00
TS-000870,TECH-0019,,2023-06-27,2.99,admin,2023-06-27 18:30:00
TS-000871,TECH-0026,,2025-04-02,2.08,admin,2025-04-02 18:30:00
TS-000872,TECH-0008,,2024-12-10,2.26,admin,2024-12-10 18:30:00
TS-000873,TECH-0014,,2023-03-27,0.88,admin,2023-03-27 18:30:00
TS-000874,TECH-0026,,2023-10-30,2.84,training,2023-10-30 18:30:00
TS-000875,TECH-0009,,2023-03-16,2.64,travel,2023-03-16 18:30:00
TS-000876,TECH-0027,,2024-07-16,2.96,admin,2024-07-16 18:30:00
TS-000877,TECH-0025,,2023-08-17,1.87,travel,2023-08-17 18:30:00
TS-000878,TECH-0012,,2024-08-28,1.68,training,2024-08-28 18:30:00
TS-000879,TECH-0013,,2024-07-15,0.68,admin,2024-07-15 18:30:00
TS-000880,TECH-0027,,2024-02-09,2.24,admin,2024-02-09 18:30:00
TS-000881,TECH-0008,,2025-02-25,0.74,admin,2025-02-25 18:30:00
TS-000882,TECH-0012,,2025-04-11,2.62,travel,2025-04-11 18:30:00
TS-000883,TECH-0026,,2024-03-12,2.14,admin,2024-03-12 18:30:00
TS-000884,TECH-0021,,2023-07-17,2.24,admin,2023-07-17 18:30:00
TS-000885,TECH-0011,,2023-07-27,1.05,travel,2023-07-27 18:30:00
TS-000886,TECH-0027,,2023-10-09,2.13,training,2023-10-09 18:30:00
TS-000887,TECH-0013,,2025-04-04,2.2,travel,2025-04-04 18:30:00
TS-000888,TECH-0005,,2024-06-24,2.2,admin,2024-06-24 18:30:00
TS-000889,TECH-0006,,2023-03-22,1.39,travel,2023-03-22 18:30:00
TS-000890,TECH-0017,,2023-09-14,0.79,travel,2023-09-14 18:30:00
TS-000891,TECH-0019,,2024-04-30,1.58,training,2024-04-30 18:30:00
TS-000892,TECH-0005,,2025-06-18,1.51,training,2025-06-18 18:30:00
TS-000893,TECH-0002,,2023-06-20,1.49,travel,2023-06-20 18:30:00
TS-000894,TECH-0011,,2025-05-05,2.13,travel,2025-05-05 18:30:00
TS-000895,TECH-0014,,2023-05-09,2.66,admin,2023-05-09 18:30:00
TS-000896,TECH-0024,,2024-07-02,2.08,admin,2024-07-02 18:30:00
TS-000897,TECH-0016,,2024-06-11,0.8,travel,2024-06-11 18:30:00
TS-000898,TECH-0003,,2023-06-23,2.1,admin,2023-06-23 18:30:00
TS-000899,TECH-0019,,2023-11-20,1.97,travel,2023-11-20 18:30:00
TS-000900,TECH-0021,,2024-11-19,2.23,admin,2024-11-19 18:30:00
TS-000901,TECH-0004,,2025-04-30,1.46,travel,2025-04-30 18:30:00
TS-000902,TECH-0024,,2024-09-13,1.93,admin,2024-09-13 18:30:00
TS-000903,TECH-0004,,2024-04-11,2.28,travel,2024-04-11 18:30:00
TS-000904,TECH-0029,,2025-02-10,1.51,travel,2025-02-10 18:30:00
TS-000905,TECH-0026,,2023-01-30,1.89,admin,2023-01-30 18:30:00
TS-000906,TECH-0020,,2025-01-29,0.66,admin,2025-01-29 18:30:00
TS-000907,TECH-0030,,2025-04-17,2.28,training,2025-04-17 18:30:00
TS-000908,TECH-0029,,2023-06-28,2.91,travel,2023-06-28 18:30:00
TS-000909,TECH-0004,,2023-09-18,2.24,training,2023-09-18 18:30:00
TS-000910,TECH-0001,,2025-03-06,2.5,admin,2025-03-06 18:30:00
TS-000911,TECH-0004,,2023-02-27,1.94,travel,2023-02-27 18:30:00
TS-000912,TECH-0024,,2023-08-21,1.91,travel,2023-08-21 18:30:00
TS-000913,TECH-0028,,2023-02-20,2.95,travel,2023-02-20 18:30:00
TS-000914,TECH-0019,,2024-03-04,2.92,admin,2024-03-04 18:30:00
TS-000915,TECH-0006,,2024-08-29,0.5,training,2024-08-29 18:30:00
TS-000916,TECH-0011,,2023-03-08,2.76,training,2023-03-08 18:30:00
TS-000917,TECH-0011,,2025-02-04,0.85,admin,2025-02-04 18:30:00
TS-000918,TECH-0017,,2024-03-25,2.78,training,2024-03-25 18:30:00
TS-000919,TECH-0013,,2025-05-19,1.78,training,2025-05-19 18:30:00
TS-000920,TECH-0026,,2023-05-23,2.55,training,2023-05-23 18:30:00
TS-000921,TECH-0009,,2023-02-22,0.85,travel,2023-02-22 18:30:00
TS-000922,TECH-0030,,2023-11-06,2.01,travel,2023-11-06 18:30:00
TS-000923,TECH-0008,,2025-04-28,1.19,admin,2025-04-28 18:30:00
TS-000924,TECH-0027,,2025-06-11,0.69,admin,2025-06-11 18:30:00
TS-000925,TECH-0010,,2024-01-09,2.12,admin,2024-01-09 18:30:00
TS-000926,TECH-0006,,2024-07-26,0.71,admin,2024-07-26 18:30:00
TS-000927,TECH-0010,,2024-09-02,0.86,training,2024-09-02 18:30:00
TS-000928,TECH-0008,,2023-04-12,2.33,training,2023-04-12 18:30:00
TS-000929,TECH-0024,,2023-10-04,1.43,training,2023-10-04 18:30:00
TS-000930,TECH-0025,,2025-01-02,0.91,training,2025-01-02 18:30:00
TS-000931,TECH-0030,,2023-08-09,2.98,admin,2023-08-09 18:30:00
TS-000932,TECH-0015,,2024-06-27,2.91,travel,2024-06-27 18:30:00
TS-000933,TECH-0009,,2023-04-21,0.81,admin,2023-04-21 18:30:00
TS-000934,TECH-0004,,2025-02-25,0.66,admin,2025-02-25 18:30:00
TS-000935,TECH-0024,,2023-05-09,2.77,admin,2023-05-09 18:30:00
TS-000936,TECH-0028,,2024-01-26,2.67,travel,2024-01-26 18:30:00
TS-000937,TECH-0009,,2024-01-29,0.74,travel,2024-01-29 18:30:00
TS-000938,TECH-0009,,2024-06-26,2.46,travel,2024-06-26 18:30:00
TS-000939,TECH-0004,,2023-09-08,2.32,training,2023-09-08 18:30:00
TS-000940,TECH-0011,,2025-04-23,0.74,admin,2025-04-23 18:30:00
TS-000941,TECH-0013,,2025-03-31,1.88,admin,2025-03-31 18:30:00
TS-000942,TECH-0023,,2023-05-23,0.93,travel,2023-05-23 18:30:00
TS-000943,TECH-0028,,2024-07-11,1.36,travel,2024-07-11 18:30:00
TS-000944,TECH-0027,,2025-01-31,1.99,training,2025-01-31 18:30:00
TS-000945,TECH-0014,,2024-11-14,0.82,training,2024-11-14 18:30:00
TS-000946,TECH-0001,,2025-01-06,0.89,training,2025-01-06 18:30:00
TS-000947,TECH-0005,,2023-07-25,1.92,admin,2023-07-25 18:30:00
