stop_id,route_id,job_id,technician_id,prev_stop_id,stop_type,arrival_ts,departure_ts,distance_from_prev_km
STOP-000429,RT-00083,JOB-000264,TECH-0020,STOP-000428,job_stop,2023-01-27 15:22:00,2023-01-27 17:21:00,38.58
STOP-000430,RT-00083,JOB-000265,TECH-0020,STOP-000429,job_stop,2023-01-27 18:15:00,2023-01-27 18:42:00,34.75
STOP-000431,RT-00083,,TECH-0020,STOP-000430,depot_end,2023-01-27 19:18:00,2023-01-27 19:18:00,32.23
STOP-000432,RT-00084,,TECH-0017,,depot_start,2025-02-17 07:45:00,2025-02-17 07:45:00,
STOP-000433,RT-00084,JOB-000266,TECH-0017,STOP-000432,job_stop,2025-02-17 07:57:00,2025-02-17 09:16:00,6.43
STOP-000434,RT-00084,JOB-000267,TECH-0017,STOP-000433,job_stop,2025-02-17 09:34:00,2025-02-17 10:39:00,11.45
STOP-000435,RT-00084,JOB-000268,TECH-0017,STOP-000434,job_stop,2025-02-17 10:56:00,2025-02-17 12:49:00,14.26
STOP-000436,RT-00084,JOB-000269,TECH-0017,STOP-000435,job_stop,2025-02-17 13:18:00,2025-02-17 14:18:00,18.24
STOP-000437,RT-00084,,TECH-0017,STOP-000436,depot_end,2025-02-17 14:50:00,2025-02-17 14:50:00,28.4
STOP-000438,RT-00085,,TECH-0026,,depot_start,2025-05-29 07:15:00,2025-05-29 07:15:00,
STOP-000439,RT-00085,JOB-000270,TECH-0026,STOP-000438,job_stop,2025-05-29 07:49:00,2025-05-29 09:24:00,21.17
STOP-000440,RT-00085,JOB-000271,TECH-0026,STOP-000439,job_stop,2025-05-29 09:45:00,2025-05-29 11:01:00,15.56
STOP-000441,RT-00085,JOB-000272,TECH-0026,STOP-000440,job_stop,2025-05-29 11:21:00,2025-05-29 12:03:00,15.09
STOP-000442,RT-00085,JOB-000273,TECH-0026,STOP-000441,job_stop,2025-05-29 12:57:00,2025-05-29 14:22:00,28.46
STOP-000443,RT-00085,,TECH-0026,STOP-000442,depot_end,2025-05-29 14:47:00,2025-05-29 14:47:00,21.32
STOP-000444,RT-00086,,TECH-0013,,depot_start,2025-02-21 07:45:00,2025-02-21 07:45:00,
STOP-000445,RT-00086,JOB-000274,TECH-0013,STOP-000444,job_stop,2025-02-21 08:31:00,2025-02-21 09:48:00,34.98
STOP-000446,RT-00086,JOB-000275,TECH-0013,STOP-000445,job_stop,2025-02-21 10:04:00,2025-02-21 11:07:00,8.47
STOP-000447,RT-00086,JOB-000276,TECH-0013,STOP-000446,job_stop,2025-02-21 11:55:00,2025-02-21 14:18:00,42.92
STOP-000448,RT-00086,JOB-000277,TECH-0013,STOP-000447,job_stop,2025-02-21 14:31:00,2025-02-21 15:43:00,7.03
STOP-000449,RT-00086,JOB-000278,TECH-0013,STOP-000448,job_stop,2025-02-21 16:35:00,2025-02-21 17:55:00,31.86
STOP-000450,RT-00086,,TECH-0013,STOP-000449,depot_end,2025-02-21 18:05:00,2025-02-21 18:05:00,6.71
STOP-000451,RT-00087,,TECH-0011,,depot_start,2025-06-16 07:00:00,2025-06-16 07:00:00,
STOP-000452,RT-00087,JOB-000279,TECH-0011,STOP-000451,job_stop,2025-06-16 07:11:00,2025-06-16 08:45:00,6.41
STOP-000453,RT-00087,JOB-000280,TECH-0011,STOP-000452,job_stop,2025-06-16 09:00:00,2025-06-16 10:59:00,11.35
STOP-000454,RT-00087,JOB-000281,TECH-0011,STOP-000453,job_stop,2025-06-16 11:23:00,2025-06-16 11:58:00,20.04
STOP-000455,RT-00087,JOB-000282,TECH-0011,STOP-000454,job_stop,2025-06-16 12:43:00,2025-06-16 14:42:00,23.6
STOP-000456,RT-00087,JOB-000283,TECH-0011,STOP-000455,job_stop,2025-06-16 15:22:00,2025-06-16 17:23:00,24.78
STOP-000457,RT-00087,,TECH-0011,STOP-000456,depot_end,2025-06-16 17:36:00,2025-06-16 17:36:00,11.44
STOP-000458,RT-00088,,TECH-0016,,depot_start,2023-09-06 07:15:00,2023-09-06 07:15:00,
STOP-000459,RT-00088,JOB-000284,TECH-0016,STOP-000458,job_stop,2023-09-06 07:33:00,2023-09-06 08:13:00,9.31
STOP-000460,RT-00088,JOB-000285,TECH-0016,STOP-000459,job_stop,2023-09-06 08:27:00,2023-09-06 10:28:00,7.49
STOP-000461,RT-00088,JOB-000286,TECH-0016,STOP-000460,job_stop,2023-09-06 10:45:00,2023-09-06 11:42:00,11.32
STOP-000462,RT-00088,,TECH-0016,STOP-000461,depot_end,2023-09-06 12:17:00,2023-09-06 12:17:00,21.51
STOP-000463,RT-00089,,TECH-0020,,depot_start,2024-05-08 08:45:00,2024-05-08 08:45:00,
STOP-000464,RT-00089,JOB-000287,TECH-0020,STOP-000463,job_stop,2024-05-08 09:36:00,2024-05-08 11:57:00,35.41
STOP-000465,RT-00089,JOB-000288,TECH-0020,STOP-000464,job_stop,2024-05-08 12:09:00,2024-05-08 13:53:00,7.9
STOP-000466,RT-00089,JOB-000289,TECH-0020,STOP-000465,job_stop,2024-05-08 14:24:00,2024-05-08 16:01:00,25.64
STOP-000467,RT-00089,JOB-000290,TECH-0020,STOP-000466,job_stop,2024-05-08 16:19:00,2024-05-08 18:32:00,11.16
STOP-000468,RT-00089,JOB-000291,TECH-0020,STOP-000467,job_stop,2024-05-08 19:10:00,2024-05-08 21:14:00,22.21
STOP-000469,RT-00089,,TECH-0020,STOP-000468,depot_end,2024-05-08 21:26:00,2024-05-08 21:26:00,7.49
STOP-000470,RT-00090,,TECH-0019,,depot_start,2024-08-01 07:15:00,2024-08-01 07:15:00,
STOP-000471,RT-00090,JOB-000292,TECH-0019,STOP-000470,job_stop,2024-08-01 07:37:00,2024-08-01 08:48:00,18.7
STOP-000472,RT-00090,JOB-000293,TECH-0019,STOP-000471,job_stop,2024-08-01 09:27:00,2024-08-01 10:18:00,27.38
STOP-000473,RT-00090,JOB-000294,TECH-0019,STOP-000472,job_stop,2024-08-01 10:50:00,2024-08-01 12:16:00,18.09
STOP-000474,RT-00090,,TECH-0019,STOP-000473,depot_end,2024-08-01 12:53:00,2024-08-01 12:53:00,21.78
STOP-000475,RT-00091,,TECH-0009,,depot_start,2023-10-24 08:00:00,2023-10-24 08:00:00,
STOP-000476,RT-00091,JOB-000295,TECH-0009,STOP-000475,job_stop,2023-10-24 08:53:00,2023-10-24 09:46:00,26.69
STOP-000477,RT-00091,JOB-000296,TECH-0009,STOP-000476,job_stop,2023-10-24 10:23:00,2023-10-24 12:12:00,31.75
STOP-000478,RT-00091,JOB-000297,TECH-0009,STOP-000477,job_stop,2023-10-24 12:22:00,2023-10-24 14:17:00,7.05
STOP-000479,RT-00091,JOB-000298,TECH-0009,STOP-000478,job_stop,2023-10-24 15:07:00,2023-10-24 16:37:00,31.5
STOP-000480,RT-00091,,TECH-0009,STOP-000479,depot_end,2023-10-24 17:15:00,2023-10-24 17:15:00,19.86
STOP-000481,RT-00092,,TECH-0029,,depot_start,2025-05-09 08:15:00,2025-05-09 08:15:00,
STOP-000482,RT-00092,JOB-000299,TECH-0029,STOP-000481,job_stop,2025-05-09 08:26:00,2025-05-09 10:01:00,8.38
STOP-000483,RT-00092,JOB-000300,TECH-0029,STOP-000482,job_stop,2025-05-09 10:32:00,2025-05-09 11:48:00,24.51
STOP-000484,RT-00092,JOB-000301,TECH-0029,STOP-000483,job_stop,2025-05-09 12:08:00,2025-05-09 13:14:00,16.73
STOP-000485,RT-00092,JOB-000302,TECH-0029,STOP-000484,job_stop,2025-05-09 14:07:00,2025-05-09 14:49:00,45.57
STOP-000486,RT-00092,JOB-000303,TECH-0029,STOP-000485,job_stop,2025-05-09 15:22:00,2025-05-09 16:57:00,19.94
STOP-000487,RT-00092,,TECH-0029,STOP-000486,depot_end,2025-05-09 17:22:00,2025-05-09 17:22:00,21.39
STOP-000488,RT-00093,,TECH-0019,,depot_start,2023-06-21 08:45:00,2023-06-21 08:45:00,
STOP-000489,RT-00093,JOB-000304,TECH-0019,STOP-000488,job_stop,2023-06-21 08:58:00,2023-06-21 09:56:00,11.03
STOP-000490,RT-00093,JOB-000305,TECH-0019,STOP-000489,job_stop,2023-06-21 10:26:00,2023-06-21 11:32:00,25.35
STOP-000491,RT-00093,JOB-000306,TECH-0019,STOP-000490,job_stop,2023-06-21 11:59:00,2023-06-21 13:02:00,15.76
STOP-000492,RT-00093,JOB-000307,TECH-0019,STOP-000491,job_stop,2023-06-21 13:37:00,2023-06-21 15:59:00,23.51
STOP-000493,RT-00093,JOB-000308,TECH-0019,STOP-000492,job_stop,2023-06-21 16:10:00,2023-06-21 17:33:00,8.48
STOP-000494,RT-00093,,TECH-0019,STOP-000493,depot_end,2023-06-21 17:45:00,2023-06-21 17:45:00,9.95
STOP-000495,RT-00094,,TECH-0011,,depot_start,2024-02-21 08:45:00,2024-02-21 08:45:00,
STOP-000496,RT-00094,JOB-000309,TECH-0011,STOP-000495,job_stop,2024-02-21 09:38:00,2024-02-21 11:25:00,47.6
STOP-000497,RT-00094,JOB-000310,TECH-0011,STOP-000496,job_stop,2024-02-21 11:36:00,2024-02-21 12:29:00,6.51
STOP-000498,RT-00094,JOB-000311,TECH-0011,STOP-000497,job_stop,2024-02-21 13:03:00,2024-02-21 14:28:00,28.92
STOP-000499,RT-00094,JOB-000312,TECH-0011,STOP-000498,job_stop,2024-02-21 14:41:00,2024-02-21 16:47:00,10.09
STOP-000500,RT-00094,JOB-000313,TECH-0011,STOP-000499,job_stop,2024-02-21 17:16:00,2024-02-21 18:01:00,19.38
STOP-000501,RT-00094,,TECH-0011,STOP-000500,depot_end,2024-02-21 18:20:00,2024-02-21 18:20:00,10.37
STOP-000502,RT-00095,,TECH-0004,,depot_start,2024-12-13 07:30:00,2024-12-13 07:30:00,
STOP-000503,RT-00095,JOB-000314,TECH-0004,STOP-000502,job_stop,2024-12-13 08:13:00,2024-12-13 10:04:00,38.24
STOP-000504,RT-00095,JOB-000315,TECH-0004,STOP-000503,job_stop,2024-12-13 10:35:00,2024-12-13 10:58:00,18.41
STOP-000505,RT-00095,JOB-000316,TECH-0004,STOP-000504,job_stop,2024-12-13 11:40:00,2024-12-13 12:25:00,22.26
STOP-000506,RT-00095,,TECH-0004,STOP-000505,depot_end,2024-12-13 12:36:00,2024-12-13 12:36:00,5.94
STOP-000507,RT-00096,,TECH-0006,,depot_start,2023-02-27 08:30:00,2023-02-27 08:30:00,
STOP-000508,RT-00096,JOB-000317,TECH-0006,STOP-000507,job_stop,2023-02-27 09:07:00,2023-02-27 09:51:00,29.43
STOP-000509,RT-00096,JOB-000318,TECH-0006,STOP-000508,job_stop,2023-02-27 10:22:00,2023-02-27 12:34:00,19.93
STOP-000510,RT-00096,JOB-000319,TECH-0006,STOP-000509,job_stop,2023-02-27 12:51:00,2023-02-27 15:07:00,11.23
STOP-000511,RT-00096,JOB-000320,TECH-0006,STOP-000510,job_stop,2023-02-27 15:24:00,2023-02-27 15:59:00,9.4
STOP-000512,RT-00096,,TECH-0006,STOP-000511,depot_end,2023-02-27 16:14:00,2023-02-27 16:14:00,11.17
STOP-000513,RT-00097,,TECH-0028,,depot_start,2024-05-29 07:45:00,2024-05-29 07:45:00,
STOP-000514,RT-00097,JOB-000321,TECH-0028,STOP-000513,job_stop,2024-05-29 08:26:00,2024-05-29 10:31:00,22.35
STOP-000515,RT-00097,JOB-000322,TECH-0028,STOP-000514,job_stop,2024-05-29 11:23:00,2024-05-29 12:07:00,44.16
STOP-000516,RT-00097,,TECH-0028,STOP-000515,depot_end,2024-05-29 12:21:00,2024-05-29 12:21:00,11.7
STOP-000517,RT-00098,,TECH-0020,,depot_start,2025-05-28 07:15:00,2025-05-28 07:15:00,
STOP-000518,RT-00098,JOB-000323,TECH-0020,STOP-000517,job_stop,2025-05-28 07:57:00,2025-05-28 10:23:00,35.26
STOP-000519,RT-00098,JOB-000324,TECH-0020,STOP-000518,job_stop,2025-05-28 10:36:00,2025-05-28 12:32:00,9.14
STOP-000520,RT-00098,,TECH-0020,STOP-000519,depot_end,2025-05-28 13:09:00,2025-05-28 13:09:00,25.88
STOP-000521,RT-00099,,TECH-0012,,depot_start,2023-06-20 07:00:00,2023-06-20 07:00:00,
STOP-000522,RT-00099,JOB-000325,TECH-0012,STOP-000521,job_stop,2023-06-20 07:35:00,2023-06-20 07:55:00,23.27
STOP-000523,RT-00099,JOB-000326,TECH-0012,STOP-000522,job_stop,2023-06-20 08:46:00,2023-06-20 10:33:00,39.2
STOP-000524,RT-00099,JOB-000327,TECH-0012,STOP-000523,job_stop,2023-06-20 11:28:00,2023-06-20 13:43:00,41.96
STOP-000525,RT-00099,JOB-000328,TECH-0012,STOP-000524,job_stop,2023-06-20 14:28:00,2023-06-20 15:15:00,31.9
STOP-000526,RT-00099,JOB-000329,TECH-0012,STOP-000525,job_stop,2023-06-20 16:04:00,2023-06-20 16:54:00,28.34
STOP-000527,RT-00099,,TECH-0012,STOP-000526,depot_end,2023-06-20 17:05:00,2023-06-20 17:05:00,9.58
STOP-000528,RT-00100,,TECH-0030,,depot_start,2025-04-23 08:45:00,2025-04-23 08:45:00,
STOP-000529,RT-00100,JOB-000330,TECH-0030,STOP-000528,job_stop,2025-04-23 09:37:00,2025-04-23 12:06:00,38.26
STOP-000530,RT-00100,JOB-000331,TECH-0030,STOP-000529,job_stop,2025-04-23 12:48:00,2025-04-23 13:53:00,34.12
STOP-000531,RT-00100,,TECH-0030,STOP-000530,depot_end,2025-04-23 14:19:00,2025-04-23 14:19:00,22.17
STOP-000532,RT-00101,,TECH-0015,,depot_start,2025-05-22 08:45:00,2025-05-22 08:45:00,
STOP-000533,RT-00101,JOB-000332,TECH-0015,STOP-000532,job_stop,2025-05-22 09:16:00,2025-05-22 11:31:00,27.53
STOP-000534,RT-00101,JOB-000333,TECH-0015,STOP-000533,job_stop,2025-05-22 12:26:00,2025-05-22 13:41:00,43.71
STOP-000535,RT-00101,JOB-000334,TECH-0015,STOP-000534,job_stop,2025-05-22 14:23:00,2025-05-22 16:05:00,30.11
STOP-000536,RT-00101,,TECH-0015,STOP-000535,depot_end,2025-05-22 16:36:00,2025-05-22 16:36:00,24.77
STOP-000537,RT-00102,,TECH-0030,,depot_start,2025-02-04 08:00:00,2025-02-04 08:00:00,
STOP-000538,RT-00102,JOB-000335,TECH-0030,STOP-000537,job_stop,2025-02-04 08:43:00,2025-02-04 10:40:00,23.33
STOP-000539,RT-00102,JOB-000336,TECH-0030,STOP-000538,job_stop,2025-02-04 10:59:00,2025-02-04 12:34:00,15.88
STOP-000540,RT-00102,JOB-000337,TECH-0030,STOP-000539,job_stop,2025-02-04 13:25:00,2025-02-04 14:45:00,36.95
STOP-000541,RT-00102,JOB-000338,TECH-0030,STOP-000540,job_stop,2025-02-04 15:21:00,2025-02-04 17:01:00,31.78
STOP-000542,RT-00102,,TECH-0030,STOP-000541,depot_end,2025-02-04 17:37:00,2025-02-04 17:37:00,21.25
STOP-000543,RT-00103,,TECH-0024,,depot_start,2024-06-11 07:30:00,2024-06-11 07:30:00,
STOP-000544,RT-00103,JOB-000339,TECH-0024,STOP-000543,job_stop,2024-06-11 08:08:00,2024-06-11 08:47:00,21.7
STOP-000545,RT-00103,JOB-000340,TECH-0024,STOP-000544,job_stop,2024-06-11 09:32:00,2024-06-11 10:33:00,27.26
STOP-000546,RT-00103,JOB-000341,TECH-0024,STOP-000545,job_stop,2024-06-11 10:52:00,2024-06-11 11:25:00,16.56
STOP-000547,RT-00103,,TECH-0024,STOP-000546,depot_end,2024-06-11 11:37:00,2024-06-11 11:37:00,9.76
STOP-000548,RT-00104,,TECH-0012,,depot_start,2025-01-23 07:00:00,2025-01-23 07:00:00,
STOP-000549,RT-00104,JOB-000342,TECH-0012,STOP-000548,job_stop,2025-01-23 07:42:00,2025-01-23 09:45:00,23.68
STOP-000550,RT-00104,JOB-000343,TECH-0012,STOP-000549,job_stop,2025-01-23 10:30:00,2025-01-23 10:52:00,37.33
STOP-000551,RT-00104,JOB-000344,TECH-0012,STOP-000550,job_stop,2025-01-23 11:45:00,2025-01-23 13:42:00,45.28
STOP-000552,RT-00104,,TECH-0012,STOP-000551,depot_end,2025-01-23 14:08:00,2025-01-23 14:08:00,21.35
STOP-000553,RT-00105,,TECH-0016,,depot_start,2024-11-28 08:15:00,2024-11-28 08:15:00,
STOP-000554,RT-00105,JOB-000345,TECH-0016,STOP-000553,job_stop,2024-11-28 08:45:00,2024-11-28 09:29:00,21.17
STOP-000555,RT-00105,JOB-000346,TECH-0016,STOP-000554,job_stop,2024-11-28 10:22:00,2024-11-28 11:08:00,35.49
STOP-000556,RT-00105,,TECH-0016,STOP-000555,depot_end,2024-11-28 11:41:00,2024-11-28 11:41:00,25.56
STOP-000557,RT-00106,,TECH-0001,,depot_start,2024-10-21 07:00:00,2024-10-21 07:00:00,
STOP-000558,RT-00106,JOB-000347,TECH-0001,STOP-000557,job_stop,2024-10-21 07:14:00,2024-10-21 08:38:00,7.3
STOP-000559,RT-00106,JOB-000348,TECH-0001,STOP-000558,job_stop,2024-10-21 09:15:00,2024-10-21 11:14:00,23.18
STOP-000560,RT-00106,JOB-000349,TECH-0001,STOP-000559,job_stop,2024-10-21 12:08:00,2024-10-21 13:59:00,45.32
STOP-000561,RT-00106,JOB-000350,TECH-0001,STOP-000560,job_stop,2024-10-21 14:33:00,2024-10-21 15:00:00,22.37
STOP-000562,RT-00106,,TECH-0001,STOP-000561,depot_end,2024-10-21 15:40:00,2024-10-21 15:40:00,30.14
STOP-000563,RT-00107,,TECH-0011,,depot_start,2024-06-19 07:00:00,2024-06-19 07:00:00,
STOP-000564,RT-00107,JOB-000351,TECH-0011,STOP-000563,job_stop,2024-06-19 07:12:00,2024-06-19 09:12:00,6.02
STOP-000565,RT-00107,JOB-000352,TECH-0011,STOP-000564,job_stop,2024-06-19 09:48:00,2024-06-19 10:44:00,31.04
STOP-000566,RT-00107,,TECH-0011,STOP-000565,depot_end,2024-06-19 11:21:00,2024-06-19 11:21:00,29.62
STOP-000567,RT-00108,,TECH-0020,,depot_start,2024-10-23 08:00:00,2024-10-23 08:00:00,
STOP-000568,RT-00108,JOB-000353,TECH-0020,STOP-000567,job_stop,2024-10-23 08:26:00,2024-10-23 10:50:00,14.02
STOP-000569,RT-00108,JOB-000354,TECH-0020,STOP-000568,job_stop,2024-10-23 11:12:00,2024-10-23 13:27:00,13.8
STOP-000570,RT-00108,,TECH-0020,STOP-000569,depot_end,2024-10-23 14:02:00,2024-10-23 14:02:00,21.93
STOP-000571,RT-00109,,TECH-0015,,depot_start,2023-08-30 08:15:00,2023-08-30 08:15:00,
STOP-000572,RT-00109,JOB-000355,TECH-0015,STOP-000571,job_stop,2023-08-30 08:39:00,2023-08-30 10:50:00,18.84
STOP-000573,RT-00109,JOB-000356,TECH-0015,STOP-000572,job_stop,2023-08-30 11:19:00,2023-08-30 12:06:00,20.15
STOP-000574,RT-00109,,TECH-0015,STOP-000573,depot_end,2023-08-30 12:24:00,2023-08-30 12:24:00,14.28
STOP-000575,RT-00110,,TECH-0024,,depot_start,2023-04-20 07:00:00,2023-04-20 07:00:00,
STOP-000576,RT-00110,JOB-000357,TECH-0024,STOP-000575,job_stop,2023-04-20 07:47:00,2023-04-20 09:01:00,34.38
STOP-000577,RT-00110,JOB-000358,TECH-0024,STOP-000576,job_stop,2023-04-20 09:34:00,2023-04-20 11:08:00,21.68
STOP-000578,RT-00110,,TECH-0024,STOP-000577,depot_end,2023-04-20 11:45:00,2023-04-20 11:45:00,32.77
STOP-000579,RT-00111,,TECH-0023,,depot_start,2023-08-25 08:15:00,2023-08-25 08:15:00,
STOP-000580,RT-00111,JOB-000359,TECH-0023,STOP-000579,job_stop,2023-08-25 08:36:00,2023-08-25 09:33:00,15.26
STOP-000581,RT-00111,JOB-000360,TECH-0023,STOP-000580,job_stop,2023-08-25 10:06:00,2023-08-25 11:18:00,19.59
STOP-000582,RT-00111,JOB-000361,TECH-0023,STOP-000581,job_stop,2023-08-25 11:34:00,2023-08-25 13:04:00,12.5
STOP-000583,RT-00111,,TECH-0023,STOP-000582,depot_end,2023-08-25 13:30:00,2023-08-25 13:30:00,15.62
STOP-000584,RT-00112,,TECH-0009,,depot_start,2025-01-09 08:30:00,2025-01-09 08:30:00,
STOP-000585,RT-00112,JOB-000362,TECH-0009,STOP-000584,job_stop,2025-01-09 09:11:00,2025-01-09 09:32:00,33.5
STOP-000586,RT-00112,JOB-000363,TECH-0009,STOP-000585,job_stop,2025-01-09 09:53:00,2025-01-09 10:43:00,11.82
STOP-000587,RT-00112,JOB-000364,TECH-0009,STOP-000586,job_stop,2025-01-09 11:30:00,2025-01-09 13:35:00,26.53
STOP-000588,RT-00112,JOB-000365,TECH-0009,STOP-000587,job_stop,2025-01-09 13:48:00,2025-01-09 14:54:00,7.36
STOP-000589,RT-00112,JOB-000366,TECH-0009,STOP-000588,job_stop,2025-01-09 15:09:00,2025-01-09 17:29:00,8.8
STOP-000590,RT-00112,,TECH-0009,STOP-000589,depot_end,2025-01-09 17:58:00,2025-01-09 17:58:00,22.15
STOP-000591,RT-00113,,TECH-0010,,depot_start,2023-08-29 08:00:00,2023-08-29 08:00:00,
STOP-000592,RT-00113,JOB-000367,TECH-0010,STOP-000591,job_stop,2023-08-29 08:24:00,2023-08-29 09:17:00,15.63
STOP-000593,RT-00113,JOB-000368,TECH-0010,STOP-000592,job_stop,2023-08-29 09:38:00,2023-08-29 10:07:00,14.5
STOP-000594,RT-00113,JOB-000369,TECH-0010,STOP-000593,job_stop,2023-08-29 11:00:00,2023-08-29 13:07:00,40.26
STOP-000595,RT-00113,JOB-000370,TECH-0010,STOP-000594,job_stop,2023-08-29 13:39:00,2023-08-29 14:24:00,23.54
STOP-000596,RT-00113,,TECH-0010,STOP-000595,depot_end,2023-08-29 14:42:00,2023-08-29 14:42:00,10.36
STOP-000597,RT-00114,,TECH-0026,,depot_start,2023-01-11 07:45:00,2023-01-11 07:45:00,
STOP-000598,RT-00114,JOB-000371,TECH-0026,STOP-000597,job_stop,2023-01-11 08:36:00,2023-01-11 10:16:00,29.69
STOP-000599,RT-00114,JOB-000372,TECH-0026,STOP-000598,job_stop,2023-01-11 11:02:00,2023-01-11 12:32:00,29.73
STOP-000600,RT-00114,,TECH-0026,STOP-000599,depot_end,2023-01-11 12:59:00,2023-01-11 12:59:00,19.49
STOP-000601,RT-00115,,TECH-0010,,depot_start,2024-03-15 08:15:00,2024-03-15 08:15:00,
STOP-000602,RT-00115,JOB-000373,TECH-0010,STOP-000601,job_stop,2024-03-15 09:07:00,2024-03-15 10:25:00,28.48
STOP-000603,RT-00115,JOB-000374,TECH-0010,STOP-000602,job_stop,2024-03-15 10:45:00,2024-03-15 11:06:00,13.11
STOP-000604,RT-00115,JOB-000375,TECH-0010,STOP-000603,job_stop,2024-03-15 11:39:00,2024-03-15 12:08:00,17.56
STOP-000605,RT-00115,JOB-000376,TECH-0010,STOP-000604,job_stop,2024-03-15 12:29:00,2024-03-15 14:41:00,15.88
STOP-000606,RT-00115,,TECH-0010,STOP-000605,depot_end,2024-03-15 15:10:00,2024-03-15 15:10:00,16.47
STOP-000607,RT-00116,,TECH-0002,,depot_start,2024-05-30 07:15:00,2024-05-30 07:15:00,
STOP-000608,RT-00116,JOB-000377,TECH-0002,STOP-000607,job_stop,2024-05-30 07:30:00,2024-05-30 09:32:00,13.48
STOP-000609,RT-00116,JOB-000378,TECH-0002,STOP-000608,job_stop,2024-05-30 09:47:00,2024-05-30 11:36:00,10.8
STOP-000610,RT-00116,JOB-000379,TECH-0002,STOP-000609,job_stop,2024-05-30 12:22:00,2024-05-30 13:26:00,23.09
STOP-000611,RT-00116,,TECH-0002,STOP-000610,depot_end,2024-05-30 14:01:00,2024-05-30 14:01:00,24.69
STOP-000612,RT-00117,,TECH-0010,,depot_start,2025-02-10 08:45:00,2025-02-10 08:45:00,
STOP-000613,RT-00117,JOB-000380,TECH-0010,STOP-000612,job_stop,2025-02-10 09:31:00,2025-02-10 10:53:00,31.9
STOP-000614,RT-00117,JOB-000381,TECH-0010,STOP-000613,job_stop,2025-02-10 11:10:00,2025-02-10 13:07:00,10.25
STOP-000615,RT-00117,JOB-000382,TECH-0010,STOP-000614,job_stop,2025-02-10 13:50:00,2025-02-10 15:17:00,30.71
STOP-000616,RT-00117,JOB-000383,TECH-0010,STOP-000615,job_stop,2025-02-10 15:57:00,2025-02-10 17:12:00,25.02
STOP-000617,RT-00117,,TECH-0010,STOP-000616,depot_end,2025-02-10 17:29:00,2025-02-10 17:29:00,13.5
STOP-000618,RT-00118,,TECH-0010,,depot_start,2023-10-24 07:15:00,2023-10-24 07:15:00,
STOP-000619,RT-00118,JOB-000384,TECH-0010,STOP-000618,job_stop,2023-10-24 08:04:00,2023-10-24 08:51:00,31.48
STOP-000620,RT-00118,JOB-000385,TECH-0010,STOP-000619,job_stop,2023-10-24 09:31:00,2023-10-24 11:11:00,25.94
STOP-000621,RT-00118,JOB-000386,TECH-0010,STOP-000620,job_stop,2023-10-24 11:46:00,2023-10-24 12:38:00,20.61
STOP-000622,RT-00118,,TECH-0010,STOP-000621,depot_end,2023-10-24 13:02:00,2023-10-24 13:02:00,21.37
STOP-000623,RT-00119,,TECH-0026,,depot_start,2025-01-13 08:00:00,2025-01-13 08:00:00,
STOP-000624,RT-00119,JOB-000387,TECH-0026,STOP-000623,job_stop,2025-01-13 08:10:00,2025-01-13 10:07:00,7.7
STOP-000625,RT-00119,JOB-000388,TECH-0026,STOP-000624,job_stop,2025-01-13 10:47:00,2025-01-13 12:34:00,35.34
STOP-000626,RT-00119,JOB-000389,TECH-0026,STOP-000625,job_stop,2025-01-13 13:01:00,2025-01-13 13:54:00,18.37
STOP-000627,RT-00119,JOB-000390,TECH-0026,STOP-000626,job_stop,2025-01-13 14:28:00,2025-01-13 15:26:00,19.67
STOP-000628,RT-00119,JOB-000391,TECH-0026,STOP-000627,job_stop,2025-01-13 16:07:00,2025-01-13 16:39:00,25.42
STOP-000629,RT-00119,,TECH-0026,STOP-000628,depot_end,2025-01-13 17:03:00,2025-01-13 17:03:00,19.15
STOP-000630,RT-00120,,TECH-0010,,depot_start,2024-05-31 08:30:00,2024-05-31 08:30:00,
STOP-000631,RT-00120,JOB-000392,TECH-0010,STOP-000630,job_stop,2024-05-31 08:41:00,2024-05-31 10:30:00,7.31
STOP-000632,RT-00120,JOB-000393,TECH-0010,STOP-000631,job_stop,2024-05-31 11:02:00,2024-05-31 13:32:00,20.16
STOP-000633,RT-00120,JOB-000394,TECH-0010,STOP-000632,job_stop,2024-05-31 13:52:00,2024-05-31 15:38:00,15.12
STOP-000634,RT-00120,JOB-000395,TECH-0010,STOP-000633,job_stop,2024-05-31 16:08:00,2024-05-31 17:42:00,18.8
STOP-000635,RT-00120,,TECH-0010,STOP-000634,depot_end,2024-05-31 18:15:00,2024-05-31 18:15:00,24.25
STOP-000636,RT-00121,,TECH-0016,,depot_start,2024-08-15 07:00:00,2024-08-15 07:00:00,
STOP-000637,RT-00121,JOB-000396,TECH-0016,STOP-000636,job_stop,2024-08-15 07:18:00,2024-08-15 08:42:00,14.24
STOP-000638,RT-00121,JOB-000397,TECH-0016,STOP-000637,job_stop,2024-08-15 09:27:00,2024-08-15 11:28:00,23.47
STOP-000639,RT-00121,JOB-000398,TECH-0016,STOP-000638,job_stop,2024-08-15 11:57:00,2024-08-15 13:29:00,17.16
STOP-000640,RT-00121,,TECH-0016,STOP-000639,depot_end,2024-08-15 14:06:00,2024-08-15 14:06:00,25.55
STOP-000641,RT-00122,,TECH-0020,,depot_start,2024-01-25 07:15:00,2024-01-25 07:15:00,
